"报警代码","报警内容","报警类别","开始时间","结束时间","报警时间(s)"
"ERR_S4_76","B工位进站数据查询NG报警","MES上传类型报警","13:46:11","13:46:41","30"
"ERR_S3_38","A04_A搬运R1轴未使能报警","轴类型报警","14:41:28","14:41:44","16"
"ERR_S4_73","连续3次料盘取料失败报警","真空类型报警","15:29:21","15:30:10","49"
"ERR_S4_86","B模组测试箱取料连续3次失败报警","真空类型报警","15:40:32","15:42:26","114"
"ERR_S4_76","B工位进站数据查询NG报警","MES上传类型报警","16:07:30","16:07:42","12"
